form type,comm_id,Trans_id_number,E_links_act_blue,71_is_ind,_ind,Packager,Name1,Name2,Name3 ,Name4,name5,address,adress_extra,city,state,zipcode,presidential_campaign,unkown,Date,donation_amt,donation_to_date_total,unkown2,employer,job_position,unkown4,unkown5,,,,,,,,,,,,,,,,,
SA17A,Tulsi,894842,,,IND,,Abdulhai,Mikhael,,,,13 San Antonio Cir,Apt 2,Salinas,CA,939012345,P2020,,20190124,30,30,,fscm,Retail,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 01/24/2019
SA17A,Tulsi,895148,,,IND,,Abdulhai,Mikhael,,,,13 San Antonio Cir,Apt 2,Salinas,CA,939012345,P2020,,20190127,5,75,,fscm,Retail,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 01/27/2019
SA17A,Tulsi,895167,,,IND,,Abdulhai,Mikhael,,,,13 San Antonio Cir,Apt 2,Salinas,CA,939012345,P2020,,20190127,40,75,,fscm,Retail,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 01/27/2019
SA17A,Tulsi,895877,,,IND,,Abdulhai,Mikhael,,,,13 San Antonio Cir,Apt 2,Salinas,CA,939012345,P2020,,20190131,50,125,,fscm,Retail,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 01/31/2019
SA17A,Tulsi,898923,,,IND,,Abdulhai,Mikhael,,,,13 San Antonio Cir,Apt 2,Salinas,CA,939012345,P2020,,20190210,40,165,,fscm,Retail,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 02/10/2019
SA17A,Tulsi,901341,,,IND,,Abdulhai,Mikhael,,,,13 San Antonio Cir,Apt 2,Salinas,CA,939012345,P2020,,20190219,30,195,,fscm,Retail,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 02/19/2019
SA17A,Tulsi,930151,,,IND,,Abdulhai,Mikhael,,,,13 San Antonio Cir,Apt 2,Salinas,CA,939012345,P2020,,20190310,25,245,,fscm,Retail,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 03/10/2019
SA17A,Tulsi,931380,,,IND,,Abdulhai,Mikhael,,,,13 San Antonio Cir,Apt 2,Salinas,CA,939012345,P2020,,20190310,25,245,,fscm,Retail,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 03/10/2019
SA17A,Tulsi,933416,,,IND,,Abdulhai,Mikhael,,,,13 San Antonio Cir,Apt 2,Salinas,CA,939012345,P2020,,20190312,25,270,,fscm,Retail,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 03/12/2019
SA17A,Tulsi,938450,,,IND,,Abdulhai,Mikhael,,,,13 San Antonio Cir,Apt 2,Salinas,CA,939012345,P2020,,20190317,25,295,,fscm,Retail,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 03/17/2019
SA17A,Tulsi,948384,,,IND,,Abdulhai,Mikhael,,,,13 San Antonio Cir,Apt 2,Salinas,CA,939012345,P2020,,20190324,25,320,,fscm,Retail,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 03/24/2019
SA17A,Tulsi,956538,,,IND,,Abdulhai,Mikhael,,,,13 San Antonio Cir,Apt 2,Salinas,CA,939012345,P2020,,20190331,25,380,,fscm,Retail,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 03/31/2019
SA17A,Tulsi,965196,,,IND,,Abdulhai,Mikhael,,,,13 San Antonio Cir,Apt 2,Salinas,CA,939012345,P2020,,20190331,35,380,,fscm,Retail,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 03/31/2019
SA17A,Tulsi,898911,,,IND,,Adams,Wade,,,,744 Garland Ave,,Kalamazoo,MI,490082469,P2020,,20190210,500,500,,Self-employed,Consultant,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 02/10/2019
SA17A,Tulsi,965946,,,IND,,Adams,Wade,,,,744 Garland Ave,,Kalamazoo,MI,490082469,P2020,,20190331,100,600,,Self-employed,Consultant,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 03/31/2019
SA17A,Tulsi,959928,,,IND,,Adomian,James,,,,1800 Century Park E,,Los Angeles,CA,900671501,P2020,,20190331,500,500,,Self-employed,Actor Comedian,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 03/31/2019
SA17A,Tulsi,946739,,,IND,,Adourian,Aram,,,,11 Bartkus Farm,,Concord,MA,17425218,P2020,,20190324,250,250,,Flagship Pioneering,Scientist,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 03/24/2019
SA17A,Tulsi,897599,,,IND,,Afshar,Kooshy,,,,1900 Westridge Rd,,Los Angeles,CA,900492218,P2020,,20190207,5,5,,Retired,Retired,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 02/07/2019
SA17A,Tulsi,900342,,,IND,,Afshar,Kooshy,,,,1900 Westridge Rd,,Los Angeles,CA,900492218,P2020,,20190217,9.99,14.99,,Retired,Retired,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 02/17/2019
SA17A,Tulsi,959374,,,IND,,Afshar,Kooshy,,,,1900 Westridge Rd,,Los Angeles,CA,900492218,P2020,,20190312,10,24.99,,Retired,Retired,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 03/12/2019
SA17A,Tulsi,970844,,,IND,,Afshar,Kooshy,,,,1900 Westridge Rd,,Los Angeles,CA,900492218,P2020,,20190329,200,224.99,,Retired,Retired,,,,,,,,,,,,,,,,,,,
SA17A,Tulsi,972007,,,IND,,Agah,Mohsen,,,,10750 Wilshire Blvd,,Los Angeles,CA,900244468,P2020,,20190330,500,750,,Retired,Retired,,,,,,,,,,,,,,,,,,,
SA17A,Tulsi,972033,,,IND,,Agah,Mohsen,,,,10750 Wilshire Blvd,,Los Angeles,CA,900244468,P2020,,20190330,250,750,,Retired,Retired,,,,,,,,,,,,,,,,,,,
SA17A,Tulsi,935428,,,IND,,Agarwal,Avadhesh,K.,,,15 Crest Rd W,,Rolling Hills,CA,902745055,P2020,,20190311,2800,5600,,Self-employed,Businessman,,,,,,,,,,,,,,,,,,,
SA17A,Tulsi,935429,,,IND,,Agarwal,Avadhesh,K.,,,15 Crest Rd W,,Rolling Hills,CA,902745055,G2020,,20190311,2800,5600,,Self-employed,Businessman,,,,,,,,,,,,,,,,,,,
SA17A,Tulsi,935430,,,IND,,Agarwal,Uma,,,,15 Crest Rd W,,Rolling Hills,CA,902745055,P2020,,20190311,2800,5600,,Self-employed,Homemaker,,,,,,,,,,,,,,,,,,,
SA17A,Tulsi,935431,,,IND,,Agarwal,Uma,,,,15 Crest Rd W,,Rolling Hills,CA,902745055,G2020,,20190311,2800,5600,,Self-employed,Homemaker,,,,,,,,,,,,,,,,,,,
SA17A,Tulsi,894166,,,IND,,Ahern,Sean,,,,239 E Broadway,Apt 4,New York,NY,100025667,P2020,,20190120,25,25,,NYC Department of Ed,Teacher,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 01/20/2019
SA17A,Tulsi,894874,,,IND,,Ahern,Sean,,,,239 E Broadway,Apt 4,New York,NY,100025667,P2020,,20190124,25,50,,NYC Department of Ed,Teacher,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 01/24/2019
SA17A,Tulsi,896537,,,IND,,Ahern,Sean,,,,239 E Broadway,Apt 4,New York,NY,100025667,P2020,,20190203,25,75,,NYC Department of Ed,Teacher,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 02/03/2019
SA17A,Tulsi,900440,,,IND,,Ahern,Sean,,,,239 E Broadway,Apt 4,New York,NY,100025667,P2020,,20190217,64.96,139.96,,NYC Department of Ed,Teacher,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 02/17/2019
SA17A,Tulsi,906709,,,IND,,Ahern,Sean,,,,239 E Broadway,Apt 4,New York,NY,100025667,P2020,,20190221,25,164.96,,NYC Department of Ed,Teacher,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 02/21/2019
SA17A,Tulsi,915928,,,IND,,Ahern,Sean,,,,239 E Broadway,Apt 4,New York,NY,100025667,P2020,,20190224,25,189.96,,NYC Department of Ed,Teacher,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 02/24/2019
SA17A,Tulsi,925409,,,IND,,Ahern,Sean,,,,239 E Broadway,Apt 4,New York,NY,100025667,P2020,,20190303,25,239.96,,NYC Department of Ed,Teacher,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 03/03/2019
SA17A,Tulsi,926071,,,IND,,Ahern,Sean,,,,239 E Broadway,Apt 4,New York,NY,100025667,P2020,,20190303,25,239.96,,NYC Department of Ed,Teacher,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 03/03/2019
SA17A,Tulsi,930079,,,IND,,Ahern,Sean,,,,239 E Broadway,Apt 4,New York,NY,100025667,P2020,,20190310,25,289.96,,NYC Department of Ed,Teacher,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 03/10/2019
SA17A,Tulsi,932154,,,IND,,Ahern,Sean,,,,239 E Broadway,Apt 4,New York,NY,100025667,P2020,,20190310,25,289.96,,NYC Department of Ed,Teacher,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 03/10/2019
SA17A,Tulsi,941100,,,IND,,Ahern,Sean,,,,239 E Broadway,Apt 4,New York,NY,100025667,P2020,,20190319,25,314.96,,NYC Department of Ed,Teacher,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 03/19/2019
SA17A,Tulsi,949685,,,IND,,Ahern,Sean,,,,239 E Broadway,Apt 4,New York,NY,100025667,P2020,,20190324,25,339.96,,NYC Department of Ed,Teacher,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 03/24/2019
SA17A,Tulsi,895232,,,IND,,Ahluwalia,Madhu,,,,101 Gedney St,Apt 6M,Nyack,NY,109602218,P2020,,20190127,250,250,,Self-employed,Psychiatrist,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 01/27/2019
SA17A,Tulsi,892382,,,IND,,Ahuja,Akash,,,,27 Rio Vista Dr,,Secaucus,NJ,7094,P2020,,20190120,2800,5400,,At Last Sportswear Inc.,Sales,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 01/20/2019
SA17A,Tulsi,984534,,,IND,,Ahuja,Akash,,,,27 Rio Vista Dr,,Secaucus,NJ,7094,G2020,,20190120,2600,5400,,At Last Sportswear Inc.,Sales,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 01/20/2019
SA17A,Tulsi,892362,,,IND,,Ahuja,Beena,,,,27 Rio Vista Dr,,Alpine,NJ,7620,P2020,,20190120,2800,5400,,Kiran's Creation,Self-employed,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 01/20/2019
SA17A,Tulsi,984533,,,IND,,Ahuja,Beena,,,,27 Rio Vista Dr,,Alpine,NJ,7620,G2020,,20190120,2600,5400,,Kiran's Creation,Self-employed,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 01/20/2019
SA17A,Tulsi,892359,,,IND,,Ahuja,Sunil,,,,27 Rio Vista Dr,,Alpine,NJ,7620,P2020,,20190120,2800,5400,,At last Sportswear Inc,CEO,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 01/20/2019
SA17A,Tulsi,984532,,,IND,,Ahuja,Sunil,,,,27 Rio Vista Dr,,Alpine,NJ,7620,G2020,,20190120,2600,5400,,At last Sportswear Inc,CEO,,,,,,,,,,,,,,,,,,,* Earmarked Contribution through ACTBLUE on 01/20/2019
SA17A,Tulsi,913692,,,IND,,Albright,Suzan,,,,417 John Deere Rd SW,,Floyd,VA,240913247,P2020,,20190222,200,200,,Not Employed,Not Employed,,,,,,,,,,,,,,,,,,,
